unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label,citation_influence_label
CC273,146503003,"Sleep not just protects memories against forgetting, it also makes them more accessible",Nicolas Dumay,Reactivation of hippocampal ensemble memories during sleep,Wilson,"According to the ""active consolidation"" account ( Diekelmann &amp; Born, 2010), sleep is key to memory consolidation because slow-wave sleep promotes ""neural replay"" (#AUTHOR_TAG &amp; McNaughton, 1994)",0,1
CC274,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Escape from the iron cage organizational change and isomorphic pressures in the public sector,Ashworth,"To summarise, what can be witnessed is that, in line with institutional theory ( DiMaggio and Powell, 1983;#AUTHOR_TAG et al., 2009;Lai et al., 2006), all the municipalities reported perceiving persuasive pressure to adopt personalisation measures, both from outside the set of potential adopters (referring to norms to conform to citizens' needs, or to be receptive towards national initiatives) as well as from within the set of potential adopters (referring to the norm to excel in relation to one's peers)",0,0
CC275,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Institutional factors in information technology innovation,King,"RELATED RESEARCH: THE THEORETICAL ANTECEDENTS OF DIFFUSIONDiffusion of a new idea, product or service is defined as the spread of its use in a population of potential adopters (Rogers, 1995;#AUTHOR_TAG et al., 1994)",0,1
CC276,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Absorptive capacity A review reconceptualization and extension The Academy of Management Review,Zahra,Activation triggers of various kinds (coined discrepant events by Tyre and Orlikowksi (1994); see also Kim (1998); #AUTHOR_TAG and George (2002); Tidd et al,0,1
CC277,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Models for innovation diffusion,Mahajan,"The process of diffusion has been linked to characteristics of the innovation itself, the social system (community of potential adopters), channels of communication, and time (Rogers, 1995;#AUTHOR_TAG , 1985)",0,0
CC278,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Diffusion of innovations,Rogers,"RELATED RESEARCH: THE THEORETICAL ANTECEDENTS OF DIFFUSIONDiffusion of a new idea, product or service is defined as the spread of its use in a population of potential adopters (#AUTHOR_TAG, 1995;King et al., 1994)",0,1
CC279,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Managing innovation,Tidd,"Respondents from the municipalities reported that perceptions of persuasive pressure were followed by organisational searching and scanning activities, through which municipalities attempted to seek, identify and choose relevant knowledge, experiences and courses of action (see also Levinthal and March, 1982;#AUTHOR_TAG et al., 2009)",0,0
CC280,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Joined up government past present and future,Mulgan,"In many western countries, it is especially local governments that are developing one-stop shops that serve as a point-of-entry to the whole range of government (Ling, 2002;Ho, 2002;BeynonDavies and Martin, 2004;#AUTHOR_TAG, 2005) in such a way that the relationship between public sector organisations and citizens is re-engineered (BeynonDavies and Martin, 2004)",4,0
CC281,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Can state government actions affect innovation and its diffusion An extended communication model and empirical test,Moon,"(1994) have stated that persuasion can occur both through vertical channels of communication (initiated by actors outside the set of potential adopters, such as central government; see also Leonard-Barton and Rogers, 1981;#AUTHOR_TAG and Bretschneider, 1997;Bobrowski and Bretschneider, 1994) as well as through processes of mimicking and 'word-of-mouth' diffusion ( Wang and Doong, 2010) involving communication, interaction and persuasion among potential adopters ( DiMaggio and Powell, 1983)",0,1
CC282,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Horizontal Diffusion of Innovations Alternative Paradigm to the Classical Model Sloan School of Management Working Paper 1214,Leonard-Barton,"(1994) have stated that persuasion can occur both through vertical channels of communication (initiated by actors outside the set of potential adopters, such as central government; see also #AUTHOR_TAG and Rogers, 1981;Moon and Bretschneider, 1997;Bobrowski and Bretschneider, 1994) as well as through processes of mimicking and 'word-of-mouth' diffusion ( Wang and Doong, 2010) involving communication, interaction and persuasion among potential adopters ( DiMaggio and Powell, 1983)",0,0
CC283,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Transformational government The Role of Information Technology in Delivering Citizen Centric Local Public Services,King,"A supposed characteristic of the 'final stage' in these maturity models is that there is a seamless integration of information services across administrative boundaries.Recently, the idea of integration was further pushed by it being given strong support (OECD, 2009) and the related academic discussion of personalised integrated services (#AUTHOR_TAG and Cotterill, 2007;Peterson et al., 2007;Homburg and Dijkshoorn, 2011)",3,0
CC284,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Circulating ideas Imitation translation and editing,Sahlin,"According to #AUTHOR_TAG and Wedlin (2008;see also Silva and Hirscheim, 2007), and in line with the Scandinavian Institutionalism mentioned in the discussion on theoretical antecedents of diffusion, knowledge and ideas cannot simply be transfused from one organisation to the other: rather, ideas, concepts and knowledge has to be repackaged and re-embedded (Isabella, 1990;MacDonald, 1995;#AUTHOR_TAG and Wedlin, 2008)",1,0
CC285,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Evolving interpretations as a change unfolds how managers construe key organizational events,Isabella,"One talks to others, exchanges experiences, we report our practices, and listen to other ideas  in this way, we converge on similar solutions as we all offer similar services"" (Manager Population Affairs and Taxes) One respondent explained how one's own organisation could serve as a source of relevant knowledge (see also #AUTHOR_TAG, 1990):""It happened partly due to one of our developers () She said she had knowledge of how personalised counters could be implemented but, until then, she had no time to work on them",1,0
CC286,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Issues in the Creation of Organizations Initiation Innocation and Institutionalization,Kimberley,"Hence, institutionalism emphasises the persuasive control over the practices, beliefs and belief systems of individuals or organisations through an institution's sway (#AUTHOR_TAG, 1979, in King et al., 1994",0,0
CC287,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Crisis construction and organizational learning Capability building in catching up at hyundai motor,Kim,Activation triggers of various kinds (coined discrepant events by Tyre and Orlikowksi (1994); see also #AUTHOR_TAG (1998); Zahra and George (2002); Tidd et al,1,0
CC288,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Reinventing local governments and the E government initiative,Ho,"In many western countries, it is especially local governments that are developing one-stop shops that serve as a point-of-entry to the whole range of government (Ling, 2002;#AUTHOR_TAG, 2002;BeynonDavies and Martin, 2004;Mulgan, 2005) in such a way that the relationship between public sector organisations and citizens is re-engineered (BeynonDavies and Martin, 2004)",0,0
CC289,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Understanding E government Information systems in public administration,Homburg,"These include socio-political problems of information sharing across traditional organisational boundaries (Mulgan, 2005;#AUTHOR_TAG, 2008), the existence of legacy systems (Pieterson et al., 2007) and concerns related to privacy issues ( Lips et al., 2004).",0,1
CC290,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,The Institutionalization of Institutional Theory,Tolbert,"Advancements in the discipline of organisational sociology in recent decades, such as the emergence of 'new institutionalism' (DiMaggio and Powell, 1983;#AUTHOR_TAG and Zucker, 1996), have highlighted the significance of the professional and/or legal rules, cognitive structures, norms and the prevailing values in which innovation takes place",0,1
CC291,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Public management reform A comparative analysis,Pollitt,"In order to be able to explain the diffusion, we focus on a population of 441 potential adopters in a single national jurisdiction, the Netherlands, which can be seen as a decentralised unitary state (Esping-Andersen, 1990;#AUTHOR_TAG and Bouckaert, 2004)",0,1
CC292,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Personalisation in the public sector An inventory of organizational and user obstacles towards personalisation of electronic services in the public sector,Pieterson,"These include socio-political problems of information sharing across traditional organisational boundaries (Mulgan, 2005;Homburg, 2008), the existence of legacy systems (#AUTHOR_TAG et al., 2007) and concerns related to privacy issues ( Lips et al., 2004).",0,0
CC293,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,The Awakening Giant,Pettigrew,"Our hope is that, by focusing on 'agency' alongside 'structure' (Orlikowksi and Barley, 2001), more light will be shed on the process of technological and organisational change (#AUTHOR_TAG, 1985) such that, eventually, the diffusion of egovernment will be better understood",0,0
CC294,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Bridging User Organizations Knowledge Brokering and the Work of Information Technology Professionals,Pawlowski,"Social integration mechanisms: translating and framing by actorsFrom fieldwork observations, and informed by our theoretical discussion of Scandinavian Institutionalism, we could see that translation, transfusion and repackaging of knowledge and ideas does not take place in a vacuum, but is a social integration process in which specific actors play a role (Czarniawska and Sevon, 2005; see also #AUTHOR_TAG and Robey, 2004)",5,0
CC295,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,The challenge of coordination Coordinating integrated electronic service delivery in Denmark and the Netherlands,Os,"Dutch municipal governments are relatively autonomous vis--vis central government with respect to management issues, including the design, implementation and maintenance of electronic services (van #AUTHOR_TAG, 2011)",0,0
CC296,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,User acceptance of information technology Toward a unified view,Venkatesh,"Institutionalism holds that the adoption of innovations does not take place because individuals or (private as well as public) organisations make rational, calculated decisions regarding costs and benefits (see, for instance, #AUTHOR_TAG et al., 2003), but rather that:(1) decisions whether or not to adopt innovations are influenced by rules, conventions, principles, belief systems and social context criteria, and (2) attempt to shape and affect these overarching structures of norms, beliefs and rules that together form the concept of institutions.",0,1
CC297,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Diffusion of Personalised EGovernment Services among Dutch Municipalities An Empirical Investigation and Explanation ,Homburg,"Recently, the idea of integration was further pushed by it being given strong support (OECD, 2009) and the related academic discussion of personalised integrated services (King and Cotterill, 2007;Peterson et al., 2007;#AUTHOR_TAG and Dijkshoorn, 2011)",0,1
CC298,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Diffusion of information technology outsourcing influence sources and the Kodak effect,Loh,"Innovation through mimicry is likely to occur when innovations are socially visible (Mahajan and Peterson, 1985;Dos Santos and Peffers, 1998), when causes, conditions and consequences are known (absence of causal ambiguity, Barney, 1991;#AUTHOR_TAG and Venkatraman, 1992) and when the success of the innovation is unlikely to be determined by path dependencies (Barney, 1991;#AUTHOR_TAG and Venkatraman, 1992)",0,0
CC299,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Turning tracks Path dependency technological paradigm shifts and organizational and institutional change,Van Waarden,#AUTHOR_TAG and Oosterwijk (2006) see activation triggers as precursors of episodic as opposed to more linear forms of diffusion,0,0
CC300,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Institutional isomorphism and the adoption of information technology for supply chain management,Lai,"To summarise, what can be witnessed is that, in line with institutional theory ( DiMaggio and Powell, 1983;Ashworth et al., 2009;#AUTHOR_TAG et al., 2006), all the municipalities reported perceiving persuasive pressure to adopt personalisation measures, both from outside the set of potential adopters (referring to norms to conform to citizens' needs, or to be receptive towards national initiatives) as well as from within the set of potential adopters (referring to the norm to excel in relation to one's peers)",0,0
CC301,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Developing fully functional E government A four stage model,Layne,"Various authors have argued that various 'stages' or 'levels of maturity' can be discerned in electronic service delivery (#AUTHOR_TAG and Lee, 2001;Anderson and Henriksen, 2005), ranging from public organisations offering one-way transmission of static information, through organisations offering online transactions, to organisations offering integrated services (which incorporate information from sources external to the organisation and through which the citizen may interact in the first place)",0,1
CC302,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,The competitive challenge strategies for industrial innovation and renewal,Winter,"Second, the resource based view on the firm (#AUTHOR_TAG, 1987;Zahra and George, 2002) suggests that the so-called appropriability regime (the extent to which organisations are risk averse, or willing to accept ambiguities inherent in framing) moderates the relationship between framing and eventual adoption of innovations",3,1
CC303,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Does government effort or citizen word of mouth determine e government service diffusion ,Wang,"(1994) have stated that persuasion can occur both through vertical channels of communication (initiated by actors outside the set of potential adopters, such as central government; see also Leonard-Barton and Rogers, 1981;Moon and Bretschneider, 1997;Bobrowski and Bretschneider, 1994) as well as through processes of mimicking and 'word-of-mouth' diffusion ( #AUTHOR_TAG and Doong, 2010) involving communication, interaction and persuasion among potential adopters ( DiMaggio and Powell, 1983)",3,0
CC304,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Delivering joined up government in the UK dimensions issues and problems,Ling,"In many western countries, it is especially local governments that are developing one-stop shops that serve as a point-of-entry to the whole range of government (#AUTHOR_TAG, 2002;Ho, 2002;BeynonDavies and Martin, 2004;Mulgan, 2005) in such a way that the relationship between public sector organisations and citizens is re-engineered (BeynonDavies and Martin, 2004)",0,0
CC305,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Issues of online personalisation in commercial and public service delivery,Lips,"These include socio-political problems of information sharing across traditional organisational boundaries (Mulgan, 2005;Homburg, 2008), the existence of legacy systems (Pieterson et al., 2007) and concerns related to privacy issues ( #AUTHOR_TAG et al., 2004).",4,0
CC306,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Learning to change an information perspective on learning in the organization,Macdonald,"According to Sahlin and Wedlin (2008;see also Silva and Hirscheim, 2007), and in line with the Scandinavian Institutionalism mentioned in the discussion on theoretical antecedents of diffusion, knowledge and ideas cannot simply be transfused from one organisation to the other: rather, ideas, concepts and knowledge has to be repackaged and re-embedded (Isabella, 1990; #AUTHOR_TAG, 1995;Sahlin and Wedlin, 2008)",0,0
CC307,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Legal expert systems in social administration From fearing computers to fearing accountants,Svensson,"In the end, there is less space to manoeuvre"" (Councillor).Implementing technology in anticipation of future audits has also been reported by #AUTHOR_TAG (2002) in a study on the adoption of legal expert systems in municipal social security systems",1,0
CC308,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Performance Measures for Federal Agencies Final Report Washington DC Defence Technical Information Center the Energy Information Architecture and the US Government Printing Office,Mcclure,This monitor resembles the practice of UK local government league tables; for American examples refer to #AUTHOR_TAG,0,0
CC309,18509190,Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Vincent Homburg,Individual differences environmental scanning innovation framing and champion behavior Key predictors of project performance,Howell,"That helped quite a lot"" (Departmental Manager Service Operations).It is especially through these kinds of integration mechanisms that ideas and knowledge are actually transfused, translated and framed rather than merely being imitated (#AUTHOR_TAG , 2001; see also Bressant and Rush, 1995;Rice and Rogers, 1980;Sahlin and Wedlin, 2008;Silva and Hirscheim, 2007)",1,0
CC310,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Has economic analysis improved regulatory decisions ,Hahn,"Perhaps unsurprisingly, the reality of carrying out benefit-cost analysis of federal regulations falls short of best practice, and it does not appear to be having a significant impact on many regulatory decisions, except higher-profile cases (#AUTHOR_TAG  2008)",0,0
CC311,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Risk Uncertainty and Profit,Knight,"I will define these two terms in the sense introduced by #AUTHOR_TAG (1921), whereby the distinction turns on whether states of nature can be assigned precise probabilities 3 (risk) or not (uncertainty, or, as it is often known nowadays, ambiguity)",0,1
CC312,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Ambiguity and climate policy,Millner,"In the present context, this means that the decision-maker focuses more on models yielding higher estimates of the SCC (see also #AUTHOR_TAG, Dietz and Heal 2010)",3,1
CC313,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,The Economics of Climate Change The Stern Review,Stern,"Doing so permits greater confidence that the target will be met, while the existence of a long-run quantity target in the first place can be supported by reasoning about the efficiency of price and quantity instruments under uncertainty (#AUTHOR_TAG 2007)",5,1
CC314,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,What might we learn from climate forecasts,Smith,"4 Having said that, even if we only had one model at our disposal, it would be natural to question whether the probabilities we have specified resolve all uncertainty, and the answer in the case of physical forecasts of future climate (and by implication economic forecasts) would have to be in the negative (#AUTHOR_TAG 2002)",0,0
CC315,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,An adaptability limit to climate change due to heat stress,Sherwood,"This seems remarkable, since, for example, such temperatures are likely to test the limits of human physiology (#AUTHOR_TAG 2010)",0,0
CC316,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Warming the World Economic Models of Global Warming,Nordhaus,"To take the DICE model as an example (#AUTHOR_TAG ), it can easily be shown that the assumption of a quadratic relationship between damages and temperature, together with the modellers' specific coefficient values, implies that global warming can reach more than 18C before the equivalent of 50% of global GDP is lost",5,1
CC317,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,GHG targets as insurance against catastrophic climate damages,Weitzman,"A recent paper by Ackerman and Stanton (2011) attempts to answer it using the DICE model, applying a functional form proposed by #AUTHOR_TAG (2010)",5,1
CC318,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,What is the economic cost of climate change ,Hanemann,"Furthermore, they also question the damage estimates of the models at low temperatures, drawing on work by Michael #AUTHOR_TAG (2008) that argues damages could also be significantly higher in this realm",0,0
CC319,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Environmental prices uncertainty and learning,Dietz,"Using recent reviews of the literature, we concluded that the range of estimates of the present SCC was a factor of ten larger than the corresponding range of estimates of the present MAC ( #AUTHOR_TAG 2010).",5,1
CC320,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Estimating the social cost of carbon emissions Government Economic Service Working Paper 140,Clarkson,"However, in the long run, with the existence of possibly catastrophic climate change, the opposite seems to hold: marginal benefits are steeply increasing upon reaching some stock of CO2, while marginal costs are fairly flat.This target-driven approach to carbon pricing is now being followed in the UK (Department of Energy and Climate Change (DECC) 2008), after several years of (mixed) experience in using the SCC (beginning with #AUTHOR_TAG  2002)",0,0
CC321,39368453,The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis,Simon Dietz,Recent development in modeling preferences uncertainty and ambiguity,Camerer,"With some trepidation, I will do likewise.In outlining the second assumption, note that simple averaging runs counter to most economic research on ambiguity, which shows that individuals are averse to ambiguity (as summarised in #AUTHOR_TAG 1992)",0,0
CC322,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Nuclear architecture of rod photoreceptor cells adapts to vision in mammalian evolution,Solovei,"When light is dimmed, the chromatin changes transcription and reorganises in such a way that its material behaves as a lens, focusing photons on receptors located behind the neurons ( #AUTHOR_TAG et al",4,0
CC323,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Bacteria as computers making computers,Danchin,"Because the machine is separated from the program, a subset of the program must be devoted to the interaction with the machine and its ""users"" (in the most general sense) (#AUTHOR_TAG 2009a)",0,1
CC324,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,A physical characterization of biological information and communication system model of ecosystems,Tanaka,"The design of the interfaces, the microprocessors and the energy supply of the machine require much information.In summary, two types of information (coupling of a particular form-not simply shape-with matter, energy, space and time), information of the chassis (casing + metabolism) and information of the program are associated together in a cell (#AUTHOR_TAG 1984)",0,1
CC325,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,From enzyme adaptation to natural philosophy heritage from Jacques Monod Symposium J Monod and molecular biology yesterday and today,Cover,"Information of the programThe study of the genetic program as a text, applying accepted rules of the theory of information (Shannon and Weaver 1949;#AUTHOR_TAG  1991) to its analysis (Hnaut et al",0,1
CC326,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,The Delphic boat What genomes tell us,Danchin,"After some time, all have been replaced, none of the original ones remain: is it the same boat?"" (#AUTHOR_TAG 2003)",4,1
CC327,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,On randomness and thermodynamics,Grandy,"Yet, it was obvious that these universal categories do not account for many phenomena: no one has been able, for example, to derive the crystal lattice of a mineral as simple as sodium chloride from the equations of microscopic physics (#AUTHOR_TAG 1992)",1,1
CC328,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Minimal energy cost for thermodynamic information processing measurement and information erasure,Sagawa,"How are particular structures or processes recruited to this aim? A reflection on the coupling between accumulation of information and energy based on work developed by Landauer and Bennett, showed that the relationship between energy and information is that there exists degradative processes which ""make room"" using energy to prevent degradation of what is functional ( (Bennett 1988a;Landauer 1961), detailed analysis in (Danchin 2009a, d), see also a very recent development (#AUTHOR_TAG and Ueda 2009))",1,1
CC329,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,The concept of mind,Ryle,"A great many works dealing with the study of the brain (Edelman 1987), or of cognition (Clark 1998;#AUTHOR_TAG 1949) has taken into account this type of information",0,1
CC330,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Being there putting brain body and world together again,Clark,"A great many works dealing with the study of the brain (Edelman 1987), or of cognition (#AUTHOR_TAG 1998;Ryle 1949) has taken into account this type of information",0,0
CC331,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,A synthetic biology approach to the construction of membrane proteins in semisynthetic minimal cells,Kuruma,"This dichotomy is visible in present synthetic biology, with a fairly clear separation between those who study the chassis (and are often also interested in the origin of life) ( #AUTHOR_TAG et al",1,1
CC332,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,The mathematical theory of communication,Shannon,"Information of the programThe study of the genetic program as a text, applying accepted rules of the theory of information (#AUTHOR_TAG and Weaver 1949;Cover and Thomas 1991) to its analysis (Hnaut et al",0,1
CC333,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Sequence logos a new way to display consensus sequences,Schneider,"#AUTHOR_TAG created his famous ""logo"" representation of sequences ( #AUTHOR_TAG and Stephens 1990) in a model of molecular machines based on Shannon's information (#AUTHOR_TAG 1991a, b)",0,0
CC334,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,The computer and the brain,von Neumann,The first counterargument explores the concept of Operating System (OS) (#AUTHOR_TAG 1958),0,1
CC335,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Algorithmic randomness and physical entropy,Zurek,"In contrast to the traditional definitions of entropy, algorithmic randomness can be used to measure disorder without any recourse to probabilities"" (#AUTHOR_TAG 1989)",4,1
CC336,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Notes on the history of reversible computation,Bennett,"How are particular structures or processes recruited to this aim? A reflection on the coupling between accumulation of information and energy based on work developed by #AUTHOR_TAG, showed that the relationship between energy and information is that there exists degradative processes which ""make room"" using energy to prevent degradation of what is functional ",4,1
CC337,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Science and technology a western imbroglio,Danchin,Trying to match models with reality allowed scientists to progress by producing better and better adequation with reality (#AUTHOR_TAG 1992;Putnam 1988),0,1
CC338,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Conjectures and refutations the growth of scientific knowledge,Popper,"It rested on interpretations (processes rooted in culture and language, thus associated to a property that we might name context and linked to a research programme ( Lakatos 1976Lakatos , 1980).If constructing models while confronting them to reality defines science (#AUTHOR_TAG 1959), then the effort to establish an explicit demarcation between science and non-science is dominated by a particular category of reality, information again, using the word with all its fuzzy connotations ",0,1
CC339,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Chance and necessity an essay on the natural philosophy of modern biology,Monod,"We restrict our identification of forms, looking first for the 3D architecture of the ""chassis"" which compartmentalises the living entity (see for example the beginning of #AUTHOR_TAG's Chance and Necessity (#AUTHOR_TAG 1971))",0,1
CC340,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Language learning language acquisition or language growth ,Marshall,"But language is deeply associated to meaning: I had in 1974 at a meeting of the Centre Royaumont pour une Science de l'Homme at the MIT, a heated argument with Noam Chomsky about other features of human languages, such as rhythm (in the west african language mr, a speaker may begin a rythmic sentence, which is answered preserving rythmic rules by somebody in the audience, triggering another ejaculation of the speaker, with related rules, etc) suggesting that beside grammatical syntactic structures, there may exist a variety of superimposed contexts which transmit information mediated by channels that are not those usually considered (Danchin 1987, #AUTHOR_TAG 1987;",0,0
CC341,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Genome transplantation in bacteria changing one species to another,Lartigue,"capricolum, and after several rounds of reproduction (reproduction of the machine and replication of the program, see below) the host species was replaced by a colony of the donor genome ( #AUTHOR_TAG et al",4,1
CC342,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Representation and reality,Putnam,Trying to match models with reality allowed scientists to progress by producing better and better adequation with reality (Danchin 1992;#AUTHOR_TAG 1988),0,1
CC343,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Cambridge Landauer R 1961 Irreversibility and heat generation in the computing process,Lakatos,"It rested on interpretations (processes rooted in culture and language, thus associated to a property that we might name context and linked to a research programme ( #AUTHOR_TAG ",0,1
CC344,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,The cognitive architecture for chaining of two mental operations,Sackur,"In any event, in the few cases where it might do so, it would be an extremely slow one (#AUTHOR_TAG 2009)",1,0
CC345,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Bringing gene order into bacterial shape,Tamames,Analysis of the genes giving bacteria their shape showed that there is indeed an unexpected coincidence between gene clustering in genomes and shape of bacteria ( #AUTHOR_TAG et al,4,0
CC346,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Bistability epigenetics and bet hedging in bacteria,Veening,"To proceed with our example: in bacteria, bistability is not stable in time ( #AUTHOR_TAG et al",1,0
CC347,81867052,Information of the chassis and information of the program in synthetic cells,Antoine Danchin,Complete chemical synthesis assembly and cloning of a Mycoplasma genitalium genome,Gibson,"2009;Shenhav and Lancet 2004) and those who think that life is essentially due to the genetic program, organising their activity around construction of program biobricks, or even as complete genomes ( #AUTHOR_TAG et al",1,0
